hour,is_peak_hour,weather_condition,brt_lane_isolated,avg_speed_kmh,conflict_risk_index,delay_minutes
17,1,0,1,28.50349579424433,0.7855082885922964,2.330653315195377
13,0,1,0,44.3131269915472,0.55637418165424,1.9677986634728621
16,0,0,1,18.093640872242275,0.6741116870976653,0.0
22,0,0,1,31.433540831499585,0.9866570995816073,0.0
13,0,1,1,44.36872521123313,0.7912048917818887,0.02805399317665791
8,1,0,0,31.664862723175805,0.490925348327096,2.335705238527499
8,1,0,1,20.69445908916468,0.5017977296168938,1.0930913774887423
6,0,1,1,32.465496902777694,0.6568948693369046,0.0
10,0,0,1,21.133217218486404,0.6988286875770139,0.0
15,0,0,1,30.591127886834528,0.5506398332530043,0.0
12,0,2,1,17.22126653737044,0.6803751005334819,3.5819885161539364
14,0,0,0,33.16448007643214,0.1211792449726889,0.0
12,0,0,1,30.503698173844747,0.48666057750715974,0.0
14,0,0,1,37.2048410628439,0.35104426846612913,0.0
13,0,2,0,33.92101413476355,0.21625700071879936,2.664377436780513
17,1,0,1,31.4881880559227,0.18959186152789764,0.0
7,1,0,0,35.693365477443635,0.6428729490532007,3.3024511254400872
6,0,0,0,19.318257407166925,0.5712404924373505,0.0
21,0,0,1,32.86078983775812,0.3282257052967323,0.0
10,0,0,1,20.163318084683333,0.523855052895263,0.0
8,1,0,1,42.765666235556424,0.5430090836641674,0.0
17,1,0,0,17.050023145368126,0.2755080823947542,5.295175635472376
13,0,0,1,27.911242490723797,0.6868837556934856,0.0
8,1,0,0,35.873924329663346,0.8028274207474814,3.8913227934377232
6,0,0,1,28.74066635004776,0.8123171868005671,0.0
8,1,0,1,17.76285759698707,0.6422228476331096,1.893091346090362
10,0,0,1,31.601370483801222,0.5604747242671126,0.0
20,0,1,1,34.24895726482063,0.1549064287048554,0.0
19,1,0,1,36.113769329715225,0.3590481689664453,0.0
8,1,0,1,26.19779443388277,0.1839443021003529,0.0
6,0,0,1,31.909799130862865,0.9674408447906263,0.0
10,0,1,1,28.52059424816739,0.22157213160318462,0.0
19,1,1,1,35.161681162567604,0.23659786886599185,1.8370328837065086
12,0,0,0,32.506709019744555,0.900618956497443,1.3241873112278109
14,0,0,0,30.772686586774046,0.9495354551288121,1.2537538290883987
20,0,2,1,22.485731005147457,0.7892461353114189,3.937810159039223
20,0,0,0,15.060555532447017,0.10486443130540289,0.6016444848118456
15,0,0,0,20.222450259342878,0.10121164386090734,0.0
18,1,0,1,18.51198124272506,0.4402906928087057,0.4638001090150966
12,0,0,1,28.472542350328403,0.22905583300980328,0.0
22,0,2,1,33.36774452285534,0.11654752793643756,0.0
9,1,1,1,21.392550260544247,0.5176600204640542,5.266327884043431
10,0,0,1,43.171712879015615,0.9487557076662744,0.0
12,0,0,0,15.200463876716633,0.3914376174121883,0.7089373845216149
18,1,2,1,38.169030454960286,0.6950266105858268,5.655073103158838
20,0,1,0,33.756143085913266,0.6870118178191966,1.647878625320699
16,0,0,1,26.206644031430457,0.32597209329865096,0.0
9,1,2,1,16.51466833237224,0.6853827239414779,11.024091720954054
18,1,2,1,33.82459715352838,0.2911005768582021,4.7189357048550304
12,0,1,1,26.56840538596944,0.20980667221920013,0.0
7,1,0,1,43.08801418239658,0.731244957003721,0.30493985690569486
15,0,0,0,31.259702246692978,0.20209673539352507,0.0
18,1,1,1,43.189545338805246,0.9972182967304198,3.2492845178756373
11,0,0,0,21.61451080419912,0.2651071610352064,0.0
17,1,1,0,36.7717773109231,0.6347276764808117,5.749082422565456
17,1,0,0,33.51747062546177,0.4702371142713304,2.468074641946786
16,0,0,1,37.182246894939354,0.2137477801651004,0.0
12,0,0,1,21.440035919176104,0.12505951681967206,0.0
6,0,0,0,34.949835487133214,0.66045905406355,0.0
6,0,2,1,29.941211791706067,0.8260818074102135,3.8106632435554775
18,1,1,1,37.28474924718949,0.8578140953560696,3.8779335121976977
14,0,1,0,24.81133932455453,0.534442125769241,2.754834926273935
8,1,0,1,41.70171076395758,0.799709920464147,0.4115682426464915
12,0,0,1,17.52903943834051,0.7055624201396903,0.0
11,0,0,1,39.21567956373564,0.7518290747492199,0.0
13,0,0,1,40.83958877445272,0.5433391046996328,0.0
14,0,0,0,39.51756934100463,0.6700705662179144,0.0
10,0,0,1,30.38179182785328,0.8249733222184512,0.0
6,0,0,1,28.15154940092284,0.45809575800132074,0.0
15,0,0,1,44.887868595746305,0.8253810107808254,0.0
17,1,2,0,21.875158536424863,0.6328151585101566,12.043278768962622
20,0,1,1,31.40627897628134,0.24931092193370763,0.0
14,0,0,1,35.12026576146977,0.12221574150212616,0.0
22,0,0,0,36.026029075842956,0.42647824035923687,0.0
22,0,1,1,21.12073997215736,0.5920266954667058,1.1221843807960052
17,1,0,1,34.619822770194034,0.8558383169831395,1.9481683849192066
12,0,1,1,39.55108699444012,0.2147371121262216,0.0
7,1,1,1,16.500557304633368,0.8201857129152212,4.723137492508248
8,1,0,1,42.3456387997595,0.8767081414605042,1.2620360030928968
22,0,0,1,15.885121654356178,0.23561873830075042,0.0
10,0,0,1,25.67913097465183,0.8664348873737971,0.0
22,0,0,0,15.474395886988862,0.9923082110585129,2.2756163766559947
22,0,0,1,17.314355056187456,0.7541549479434138,0.0
22,0,1,1,42.33504855540237,0.8062927136424891,0.5096830111428956
7,1,0,1,25.645824922384435,0.9949737408029861,1.9449256673962734
7,1,0,1,27.743145912751586,0.6449331254733508,2.6289269892656826
10,0,2,0,21.46033144147658,0.37709774381462446,6.649265797379037
6,0,1,1,32.91287310560159,0.8537777506684501,0.0
6,0,0,1,32.844096440333686,0.6530371997604681,0.0
7,1,0,1,26.16601175475658,0.6230758813488609,0.0
17,1,0,1,24.99104615416195,0.32827199996263445,0.30721084213269323
11,0,0,1,41.54892924541763,0.7807008426245979,0.0
9,1,0,0,26.498527189266042,0.17350054827408662,0.5965305453876488
16,0,0,1,29.805029764632245,0.931858363715195,0.0
22,0,2,0,23.499142872747917,0.39324111469343626,6.785685359888648
11,0,0,0,38.60308510071382,0.2149971875109914,0.0
10,0,1,1,26.92344470697275,0.49812987979217693,0.0
7,1,2,0,30.408331396329736,0.13822291833087985,8.087512549568466
11,0,0,1,22.60071510178984,0.7161635748384697,0.0
16,0,1,1,44.629787770237556,0.9124349594008205,0.0
21,0,0,1,23.74487222771169,0.8535367064246578,0.0
21,0,2,0,38.122275927166555,0.21463252610309297,2.703580054143421
6,0,0,1,27.824869510702776,0.21364402339695868,0.0
14,0,0,0,21.186522152524198,0.8320910340918377,0.8134805601258788
11,0,0,1,38.99156291894583,0.9318288471428043,0.0
21,0,1,1,25.008203670871296,0.5146028468501402,0.0
8,1,1,1,40.95580042193433,0.5490740052223894,1.5218966461352246
9,1,0,1,42.45771554753469,0.38643583724715336,0.0
8,1,1,1,40.79471506173827,0.9048386064307725,5.879402755393852
12,0,0,0,16.05023744420417,0.6804126147631203,0.7227339431686974
14,0,0,1,38.62120035015317,0.3594264194506317,0.0
6,0,0,1,27.340183994974318,0.3689045839488264,0.0
13,0,0,1,41.21168760546675,0.9020800657572421,0.0
12,0,0,0,34.13862788054216,0.11227062151523932,0.0
13,0,2,0,40.00929402431875,0.39045391545397456,3.2101467745749184
6,0,0,0,29.982953096005062,0.5989210130947321,0.0
16,0,0,1,31.050765137967986,0.23339571588939217,0.0
15,0,0,1,19.331628964010015,0.18288887877963084,0.0
8,1,1,1,38.51962076068067,0.833748697981504,2.375261586875625
12,0,2,1,27.58168835000915,0.9049639497836565,3.74275108557344
21,0,0,0,30.002403548147477,0.8412457787183705,2.6529992055519114
21,0,1,1,38.552931422871225,0.9089091007636129,1.5176429069427546
22,0,0,1,32.96536200238317,0.5978007739525344,0.0
7,1,1,1,21.032961823280022,0.8310323088913077,6.214964608868709
6,0,0,1,32.706979774526786,0.4456383745519904,0.0
21,0,2,1,27.22898573938967,0.6996410753311346,3.8465544623052033
17,1,0,1,29.08576626131588,0.989951978250248,3.185373125657203
10,0,0,0,15.849338232080033,0.3031549514552147,0.0
10,0,1,0,21.30088048548845,0.45090977166197255,2.0118302485228794
14,0,0,1,23.431142441430847,0.532042639579077,0.0
14,0,0,0,36.38880023576417,0.22421393831804656,0.0
8,1,0,1,15.34477419894346,0.1729347494185511,0.0
21,0,0,0,27.26331783687396,0.846750579689462,0.6249620665276657
21,0,0,1,42.72080611277198,0.9791149355448275,0.0
8,1,0,0,18.356418496473715,0.4642525574466928,3.6942364515040405
6,0,0,1,30.492731646558333,0.17888485257518794,0.0
16,0,0,1,38.59567147172541,0.15923058462151884,0.0
22,0,1,0,43.2759392256035,0.9021863857242688,3.9803201887746127
13,0,0,0,37.40329918601154,0.5174328247549119,0.0
9,1,0,1,36.61696645933218,0.38802458490615277,0.0
11,0,0,1,39.794642705872874,0.5288151441154596,0.0
13,0,0,0,28.38603662932631,0.38647368522311265,0.0
8,1,1,1,39.17533597853499,0.5401321977768581,2.57386848798197
21,0,0,0,15.238932142363534,0.8736007572261432,2.4834231024169036
8,1,0,1,42.73683166130415,0.6330712339558862,1.0537497446636837
19,1,1,1,28.29919528551526,0.7251883955291578,4.348797965392086
7,1,1,1,31.601405635972426,0.4282036086109029,2.631100834394144
8,1,0,1,22.64646746744647,0.7646552906594669,0.0961894817058373
21,0,1,0,37.27592498521264,0.6999553763914351,2.66550870149159
14,0,2,1,17.299074194257464,0.2076057979768508,2.9573809204891424
9,1,0,0,41.17907407640506,0.6153785678040261,3.51456103952066
6,0,1,1,39.84350487019029,0.33106914667878223,0.0
9,1,1,1,21.481803487342994,0.8236861026702336,5.0205750914706435
6,0,0,1,39.27973194855787,0.4833439376202455,0.0
19,1,0,0,38.59073199184444,0.9952157486768385,4.966364823918224
21,0,0,0,33.966497932618466,0.1832503941450674,0.0
13,0,1,1,26.205605306990627,0.8023130764661427,2.5100141389189528
12,0,2,1,23.144962625456035,0.7063315601879409,3.5625473968471946
8,1,0,0,21.9535077086805,0.7907489475316349,6.549423826748028
22,0,0,1,24.558268882908216,0.37677681594141077,0.0
6,0,0,0,42.10675330297591,0.5428490404441606,0.0
21,0,0,1,17.329223279663438,0.8168576677513375,0.0
17,1,0,1,39.86613828758876,0.3092871984587695,0.0
19,1,0,1,25.46670225125471,0.30342987710978686,0.0
11,0,1,0,30.647981880340744,0.5959458579654392,2.0603549214247963
11,0,0,1,38.834569009454725,0.5712072215768702,0.0
18,1,1,0,41.53129641068914,0.35403622337163954,5.861581386465927
13,0,0,1,25.343442602179408,0.36826808547234047,0.0
7,1,0,0,28.85530443825331,0.350060646885909,4.058932973128671
6,0,0,1,27.435481944503767,0.7943608557986389,0.0
20,0,0,1,15.397531005117317,0.6867107790062146,0.0
6,0,2,1,23.8782866657597,0.8491754650692275,3.0445595270795427
10,0,0,1,28.775677011976853,0.9779257254826197,0.0
21,0,1,1,27.332808266413195,0.5267478666447878,0.0
9,1,0,1,36.65787682547038,0.16002449326490398,0.0
8,1,1,1,26.544108516633095,0.1432830793708319,1.0602756402619717
22,0,0,1,29.681293469120106,0.36609853534445724,0.0
22,0,1,1,27.8882577639709,0.9392901304172058,0.7643004799242845
17,1,1,1,37.21878446683111,0.5708917494737874,1.8610352137343389
19,1,0,1,40.88917196960888,0.3446078644721162,0.0
11,0,0,1,30.956672370225427,0.45925011505991764,0.0
8,1,1,0,38.68296582585573,0.6387355966642038,8.194650683951686
14,0,2,0,23.90360046059552,0.687654692324058,8.326537303611884
10,0,0,0,31.241088304718062,0.23852755880461454,0.0
22,0,1,0,25.356898610099172,0.9793285088906584,6.036361802374416
19,1,2,0,27.42602776715491,0.59029500428451,10.076229100447932
8,1,1,1,36.97241594438006,0.22211948601305137,0.0
6,0,2,0,41.44987446998138,0.9042717280115203,6.006939503598764
6,0,1,1,18.64486173263296,0.16717458797148593,0.0
8,1,0,0,34.039177694621415,0.9169618898597615,5.335588429181988
15,0,0,0,32.46431422733396,0.9969090906600842,2.9713287345057795
8,1,0,1,18.552451175277955,0.7303886192408535,4.270107568924932
13,0,1,1,21.35682991320327,0.7934024989665908,1.3959505346931587
19,1,1,0,24.33007484198041,0.4035725528207378,4.9176989427282916
20,0,0,1,20.007932124525045,0.9474191674605403,0.0
7,1,1,1,22.311884475730253,0.5767425694975309,4.242380562828012
15,0,1,1,23.028023965851226,0.7591496019377993,1.6717894836300728
7,1,0,1,25.070214991171788,0.9316969443201515,2.632267672082748
22,0,0,1,37.48171358403477,0.9776619783779574,0.0
13,0,0,1,32.157366115518016,0.8498839209370069,0.0
6,0,0,1,44.587400158542046,0.372715756283827,0.0
14,0,0,1,27.44207480902413,0.9698927648968741,0.0
16,0,0,0,37.615952215107754,0.6653075781192146,0.0
21,0,0,1,41.144052641296014,0.9375782287167639,0.0
12,0,0,0,35.36935479114126,0.7084945232329166,0.6934371050463669
15,0,0,1,27.35594221252488,0.37651506566294846,0.0
8,1,0,1,37.60783892237259,0.43302207172853435,0.0
18,1,1,1,21.110014133180545,0.5954245993926465,5.551491364468966
12,0,0,0,24.826564955403974,0.8110133574038938,3.262434136897015
9,1,2,0,31.400557652978662,0.38618429620630146,8.405483314670963
18,1,2,1,32.26228161858445,0.6217580495207728,5.824353552913599
6,0,0,1,15.664244264178883,0.4110624942187614,0.0
13,0,0,1,43.353425662680266,0.8341924641715964,0.0
19,1,0,0,35.8988181365217,0.5200552843911554,4.101217276159127
21,0,0,1,29.87111250695673,0.1690505441675967,0.0
19,1,0,0,42.993817032249254,0.24944726933338274,2.485920079547457
17,1,0,1,28.172866957524853,0.15499420085766907,0.0
20,0,0,0,44.41306710811115,0.5493726514128927,0.0
7,1,0,1,30.368542717304553,0.19570356761340446,0.0
7,1,0,0,18.428573099939385,0.2027259723786689,4.401332980768612
22,0,0,1,37.94402917377832,0.9469434340345393,0.0
15,0,0,1,35.36693175233522,0.8853895649584499,0.0
11,0,0,0,38.189601639167606,0.5068779371302294,0.6697267597596983
20,0,0,1,43.543260861770435,0.9872247887651852,0.0
16,0,2,0,38.29467907953054,0.10016787535359681,2.702296886597429
10,0,0,0,33.34009806649941,0.6525815106460544,0.0
6,0,0,1,40.719267070825225,0.6547853596346831,0.0
13,0,0,1,35.19739318063594,0.5116987502828994,0.0
17,1,0,1,27.243571704777693,0.45725317564086354,0.48048539038663074
17,1,2,1,41.56859292725319,0.5098448219325469,4.565351130943927
10,0,1,1,21.657013823531187,0.47346439247171246,0.0
12,0,0,0,36.43923824726173,0.7574432297340694,0.0
9,1,1,0,41.44690364822271,0.22181989147595566,3.6540403089762123
11,0,2,1,36.93949559109889,0.27787529853201715,0.0
18,1,2,1,35.918262571615706,0.26246640555318124,4.485704406552637
20,0,1,0,37.57914882215508,0.3362235266091381,0.2768874550608389
8,1,1,0,28.95165744901933,0.5727325769034249,7.145876310529659
13,0,0,1,41.225120464710784,0.20008787260439687,0.0
21,0,0,1,21.103094254082734,0.8813523657938537,0.0
18,1,0,0,18.821592480010178,0.3676253781776251,5.054296843581156
15,0,0,1,23.56526340355535,0.24628418872183708,0.0
22,0,0,1,30.947321903249794,0.7080591786384189,0.0
10,0,0,0,30.31685386228014,0.13427767053938736,0.0
14,0,0,0,39.6179627302976,0.6579717083867478,0.1038479256971988
17,1,1,1,27.137059692120523,0.7283785876088498,4.131078021633655
6,0,2,1,29.53033278874526,0.2934248782480473,0.6774445080004246
6,0,0,0,15.40103049778187,0.13776766609927088,0.0
20,0,0,1,27.292177093288174,0.4272808230275047,0.0
7,1,1,1,34.43322698851026,0.18873480721774283,1.9724421559941483
21,0,0,1,15.465249918797765,0.20483006470600337,0.0
13,0,1,1,23.426458955587314,0.3288351083003781,0.0
18,1,0,1,21.238690778681697,0.3659211321640834,0.7299407538537939
6,0,0,1,16.25956286728765,0.5769733069192785,0.0
21,0,2,1,29.377802697436124,0.7105526969527118,3.023725662688318
12,0,0,1,20.451698796844695,0.6334938467831663,0.0
10,0,0,1,37.292446188941405,0.23352430356056514,0.0
8,1,1,1,40.437836512900454,0.2548774292073638,0.338081789817975
17,1,0,0,31.367555480074433,0.890892324813623,4.708571306846862
21,0,0,1,44.45122027563424,0.6025170835577023,0.0
10,0,2,1,28.51435714411786,0.8829440496079201,4.673343301184017
19,1,0,0,30.401046306747467,0.434391860187887,3.3892847463227014
10,0,1,1,44.67653261873251,0.6529600066881914,0.0
20,0,0,1,21.946453078951464,0.5712970744491497,0.0
22,0,0,0,43.276378190307156,0.38721114083841635,0.504936490681112
19,1,0,1,16.285126653573396,0.5229238348302359,2.366614172672379
10,0,0,0,28.391606707895843,0.5522417891442388,0.4181367712241745
17,1,2,0,17.100105363991972,0.28069387728101075,10.414551646491951
21,0,2,1,36.87704228740929,0.3835093351390584,0.4017271137858205
21,0,0,0,33.25226807640053,0.8122687754562781,0.39846634004818876
12,0,1,1,36.19902790402789,0.9242094155087144,0.15069880290456572
9,1,0,1,26.23441199904051,0.4238146841907695,0.0
6,0,0,1,26.08445802094141,0.37627505398811634,0.0
10,0,0,1,16.35957836882684,0.2756774481146943,0.0
15,0,0,0,25.498348185889192,0.7106420517855231,0.7586909315045646
10,0,0,1,42.87865206786178,0.39078973149970353,0.0
9,1,1,0,26.37679611541347,0.9889745851892696,9.550205171414703
7,1,0,1,39.9410311866591,0.39311632185755796,0.0
15,0,0,1,40.269765142498024,0.4547224421043653,0.0
6,0,0,0,26.197234691377012,0.6430007765908313,2.1175779771609378
10,0,0,1,33.95966041188567,0.8215158638721745,0.0
18,1,1,1,17.86114806819176,0.5225667988110704,6.537610180036957
9,1,0,1,18.110357422028294,0.48039043041006246,1.4436059496700948
21,0,0,1,16.4597299098514,0.9960740502353275,0.0
21,0,0,0,32.43045280125328,0.10944427702595,0.0
7,1,0,1,27.78212932878291,0.9055587599661212,2.170053599244116
22,0,0,0,31.440970699927203,0.2342267433457637,0.0
17,1,0,1,30.632195715251633,0.8073327485880221,1.469441029579763
8,1,1,1,25.506089732721907,0.6561384038616682,3.9809072080921917
6,0,1,1,35.324202444704184,0.4076625569482829,0.0
6,0,0,1,37.75505642749172,0.8864874599689165,0.0
16,0,0,0,15.438847766330271,0.11161650518289279,0.0
10,0,0,1,21.217268993066348,0.3040215868674313,0.0
17,1,0,1,36.3970760425001,0.6102035166245824,0.3057185115970817
8,1,0,0,26.598605179015024,0.41638803404472824,3.2506228273490048
6,0,0,1,34.87451840824825,0.6493397457864949,0.0
6,0,0,0,25.408879792036753,0.12169917406780015,0.0
13,0,0,1,26.722654569889112,0.2048130374335413,0.0
15,0,0,1,19.76036621069055,0.21438661619659533,0.0
16,0,0,1,22.7469305899848,0.2703552813244085,0.0
17,1,0,0,33.16235272522762,0.5133982967204885,2.436284096634598
18,1,0,1,27.99489333945499,0.7769158295892141,0.5925342002366918
17,1,0,1,38.22908048833786,0.914984954136011,2.1860504818186053
19,1,1,1,40.577548648150284,0.8518352772558214,4.500814880084517
7,1,0,1,31.249392546502797,0.2771990845981152,0.0
8,1,2,1,37.74801876168178,0.4970354970075691,5.2148751576381915
22,0,0,1,24.2071353958371,0.2794704379826815,0.0
13,0,1,1,27.449136462002347,0.3380246350004717,0.0
15,0,0,1,36.38333028650493,0.5531922833606976,0.0
7,1,1,1,26.58635978451092,0.1612981222511703,0.0
14,0,1,1,32.65514805476967,0.29635689663394593,0.0
12,0,0,1,20.561183372475345,0.9418403451764056,0.0
9,1,0,1,32.993139449114935,0.5195046633926401,1.1580969186401147
18,1,0,0,40.84541121680681,0.500847873380085,1.9422407217726252
16,0,0,0,41.05918919470277,0.11311043927615101,0.0
9,1,0,0,36.73033218988619,0.3226597723525112,2.163689285020726
9,1,0,0,37.37260137228378,0.8796631923839632,4.290941629797524
15,0,0,1,31.73782335452102,0.24816558543280187,0.0
10,0,0,1,32.540042704974745,0.47361244558124893,0.0
14,0,1,1,19.00951744231554,0.11289781528030113,0.0
8,1,0,1,28.315775652639033,0.5305019335035003,1.0294924171102429
22,0,2,1,28.523288516590917,0.11891899605359545,0.4660534951667291
8,1,0,1,43.754935070032204,0.8376485977592198,0.11478372616234941
21,0,0,1,27.93260587869868,0.8423683907383932,0.0
9,1,0,1,31.48027934708273,0.8089679694721329,1.2279185892644713
22,0,0,1,30.997541978373075,0.3550276620020064,0.0
12,0,1,0,34.10285151132982,0.8535134963996363,4.155936779124691
10,0,0,1,37.44698493995688,0.5886983193447424,0.0
17,1,1,1,21.751256285126164,0.4364272979803022,2.5844181945613665
22,0,0,1,30.861732572953073,0.6627969637338097,0.0
18,1,0,0,39.77753121948091,0.11110694145433661,2.377400345375525
8,1,0,1,28.893441415125345,0.22866478984067695,0.0
14,0,0,1,23.35372639120719,0.7680641843532365,0.0
22,0,0,0,34.64127226068897,0.31974544784453773,0.0
22,0,0,1,39.71302187397369,0.6382082055958747,0.0
21,0,0,1,16.89420878782174,0.44659234254072666,0.0
18,1,0,1,38.30371450221681,0.8693252009193353,1.565104980183823
22,0,0,0,39.64943798885314,0.9571737753969792,2.5936123465736283
9,1,0,1,28.845687827658203,0.8952082555331714,2.478984303172413
17,1,0,1,44.49916970455402,0.343557995224237,0.0
14,0,0,1,38.601250221219274,0.27474658214147407,0.0
17,1,0,0,38.20987694686997,0.5269914042586615,1.005383369431408
14,0,0,1,37.43515723236216,0.10660073575256225,0.0
12,0,0,1,19.51824309654822,0.12322845357686357,0.0
19,1,0,1,21.516926593590323,0.5979615756607001,1.4914438810816482
20,0,0,1,28.919703943932753,0.5684044637487574,0.0
21,0,1,0,22.920130498783976,0.9951237901317339,3.7468106120480327
10,0,0,1,27.457229170021215,0.28165765182738234,0.0
8,1,0,0,41.65392329768762,0.3322935362444216,0.0
17,1,0,1,39.729806756378075,0.20218657809365803,0.0
9,1,0,0,33.90119635439947,0.9257887086883703,4.374221766883911
21,0,0,1,40.7436118275331,0.8000301200126057,0.0
12,0,0,1,38.51317167051748,0.8401052003111628,0.0
18,1,1,1,27.869547955226714,0.9124874091680578,5.531129954168047
15,0,0,0,21.031954561498353,0.5724099880532545,1.5547101137704833
12,0,0,1,30.42603120028018,0.5060738723056514,0.0
19,1,0,0,37.0868664758565,0.3973523262990548,2.2073585081295404
10,0,0,1,28.09258796188779,0.63029315291307,0.0
8,1,0,1,35.00315729351692,0.5088505571108403,0.0
16,0,0,1,17.82982278873131,0.5064090279450176,0.0
16,0,0,1,37.44014209114211,0.943235077358025,0.0
20,0,2,1,39.38140859679186,0.9856283628512171,4.20601829794116
17,1,0,0,36.20513567341624,0.8168359503966227,3.914746824836188
14,0,0,1,44.01790762579097,0.7810822812222354,0.0
15,0,0,1,39.79956172381921,0.7125023456011913,0.0
17,1,0,1,42.09281183629615,0.24946736710016235,0.0
22,0,0,0,43.00713250372944,0.15319523878808908,0.0
11,0,0,1,39.040439756214255,0.7216536836019368,0.0
12,0,1,1,35.22776526019497,0.7559076000309184,0.0
19,1,1,1,15.171557440823678,0.14227569198832582,5.786863994321943
18,1,0,1,28.97477259669374,0.9352465752059633,0.8143133829467746
13,0,1,1,32.13486895867083,0.1820265755002098,0.0
15,0,0,0,24.12090817343999,0.3573104803940822,0.24401269127420266
14,0,0,0,24.54313340710416,0.7051508315188341,0.938418936243665
7,1,0,1,43.834782471304955,0.2528853349640287,0.0
10,0,2,0,41.751325956082376,0.14987429959802,2.9546299562797627
10,0,0,1,40.47537016505113,0.39803184024773486,0.0
11,0,0,1,27.18035405118332,0.7893744173696612,0.0
13,0,0,0,15.410956512267436,0.47231081108673434,1.89154148493496
21,0,0,0,17.406667393671423,0.6876756297171454,0.40926122362928496
18,1,0,0,24.36589104652811,0.621657187505323,5.230602794037965
