timestamp,corridor_id,elevation_slope_deg,lane_isolation_score,turning_conflicts,passenger_density,weather_impact,hour,is_peak_hour,delay_minutes,delay_lag_15m,delay_lag_30m
2026-08-01 08:15:00,2,4.2,0.7616561286604132,7,21.12116140208456,0,8,1,13.69,8.5,4.0
2026-08-01 08:30:00,2,4.2,0.7308132646252955,3,65.34867466352758,0,8,1,10.53,13.69,8.5
2026-08-01 08:45:00,1,4.2,0.8670373542254339,2,94.58135071367778,0,8,1,6.5,10.53,13.69
2026-08-01 09:00:00,4,4.2,0.9231383767765035,4,73.27577328643713,0,9,1,10.59,6.5,10.53
2026-08-01 09:15:00,1,4.2,0.9049140539106463,6,85.81259747843418,0,9,1,12.04,10.59,6.5
2026-08-01 09:30:00,1,4.2,0.9191254595434538,5,21.062496276686407,2,9,1,15.9,12.04,10.59
2026-08-01 09:45:00,3,4.2,0.7742333259251732,2,63.361223878378084,0,9,1,10.33,15.9,12.04
2026-08-01 10:00:00,3,4.2,0.9271336864700086,1,56.76503820044175,0,10,0,2.38,10.33,15.9
2026-08-01 10:15:00,3,4.2,0.6480836221482433,4,59.917435537663444,0,10,0,6.74,2.38,10.33
2026-08-01 10:30:00,2,4.2,0.8177956391843398,3,25.777054826815036,2,10,0,8.37,6.74,2.38
2026-08-01 10:45:00,4,4.2,0.6023034641992486,7,74.7548288855446,0,10,0,9.12,8.37,6.74
2026-08-01 11:00:00,4,4.2,0.7298343319601082,2,60.257633188690754,0,11,0,6.59,9.12,8.37
2026-08-01 11:15:00,4,4.2,0.7465846139485591,3,81.21190798890112,0,11,0,4.27,6.59,9.12
2026-08-01 11:30:00,4,4.2,0.7584690766437021,4,58.823250724937225,0,11,0,5.15,4.27,6.59
2026-08-01 11:45:00,3,4.2,0.8781868826759449,3,31.950530898114565,0,11,0,3.96,5.15,4.27
2026-08-01 12:00:00,2,4.2,0.7554232405081382,2,71.86055632622576,0,12,0,4.65,3.96,5.15
2026-08-01 12:15:00,2,4.2,0.7794774490490123,4,33.7909089684133,0,12,0,4.75,4.65,3.96
2026-08-01 12:30:00,3,4.2,0.695017652349731,1,89.7915650683852,0,12,0,4.51,4.75,4.65
2026-08-01 12:45:00,2,4.2,0.749300716651736,2,69.04929912553932,0,12,0,5.39,4.51,4.75
2026-08-01 13:00:00,3,4.2,0.6909078509052606,5,32.57631068455634,1,13,0,9.95,5.39,4.51
2026-08-01 13:15:00,4,4.2,0.6292783695073775,6,96.98704459849654,0,13,0,6.12,9.95,5.39
2026-08-01 13:30:00,3,4.2,0.8413794373525512,2,61.46923706682565,1,13,0,7.63,6.12,9.95
2026-08-01 13:45:00,4,4.2,0.8672851194220065,4,25.831876149732402,0,13,0,6.35,7.63,6.12
2026-08-01 14:00:00,4,4.2,0.8477961384038458,7,70.14663235320538,0,14,0,8.44,6.35,7.63
2026-08-01 14:15:00,1,4.2,0.785397617520229,6,40.255912561024815,0,14,0,7.56,8.44,6.35
2026-08-01 14:30:00,3,4.2,0.7519143120716919,2,84.2954761501842,0,14,0,4.76,7.56,8.44
2026-08-01 14:45:00,1,4.2,0.9453334598287301,1,85.42576588529525,1,14,0,6.5,4.76,7.56
2026-08-01 15:00:00,3,4.2,0.8076327140544872,7,98.31578846837294,2,15,0,14.71,6.5,4.76
2026-08-01 15:15:00,3,4.2,0.7916727510518924,1,60.149562481960295,0,15,0,2.7,14.71,6.5
2026-08-01 15:30:00,1,4.2,0.6102568263225743,5,56.39655037821897,0,15,0,8.35,2.7,14.71
2026-08-01 15:45:00,1,4.2,0.7364991310504625,7,80.27804843571845,0,15,0,8.02,8.35,2.7
2026-08-01 16:00:00,3,4.2,0.7520782475143428,3,30.597652507354127,0,16,0,5.11,8.02,8.35
2026-08-01 16:15:00,2,4.2,0.7595291123587602,7,63.75324110344994,0,16,0,6.47,5.11,8.02
2026-08-01 16:30:00,4,4.2,0.8320689476909329,6,63.699808010468075,0,16,0,6.69,6.47,5.11
2026-08-01 16:45:00,1,4.2,0.8134410186907514,7,27.157849824830976,2,16,0,11.76,6.69,6.47
2026-08-01 17:00:00,4,4.2,0.8431620371173778,4,53.43872684055309,0,17,0,5.06,11.76,6.69
2026-08-01 17:15:00,2,4.2,0.9059533046168513,4,88.26278388537615,2,17,0,9.15,5.06,11.76
2026-08-01 17:30:00,2,4.2,0.9251942954864374,3,88.49228975957283,1,17,0,6.51,9.15,5.06
2026-08-01 17:45:00,2,4.2,0.8872492304905977,7,27.939013193574482,1,17,0,9.52,6.51,9.15
2026-08-01 18:00:00,1,4.2,0.9822094783819739,1,27.25767061982647,0,18,1,7.9,9.52,6.51
2026-08-01 18:15:00,2,4.2,0.6072930330705446,1,41.01563816015482,0,18,1,7.87,7.9,9.52
2026-08-01 18:30:00,1,4.2,0.6783111942734185,2,89.98128500431947,0,18,1,8.42,7.87,7.9
2026-08-01 18:45:00,2,4.2,0.6030251499912568,5,30.312206805879917,0,18,1,12.67,8.42,7.87
2026-08-01 19:00:00,4,4.2,0.8589898856618412,6,77.5997442101957,0,19,1,11.06,12.67,8.42
2026-08-01 19:15:00,4,4.2,0.9592122195799948,5,28.093249569048258,2,19,1,16.78,11.06,12.67
2026-08-01 19:30:00,3,4.2,0.6973929186305197,7,69.85102829982603,1,19,1,16.01,16.78,11.06
2026-08-01 19:45:00,4,4.2,0.9708138179185226,5,48.48538392953159,1,19,1,13.76,16.01,16.78
2026-08-01 20:00:00,3,4.2,0.6241069561158243,2,83.11311703726936,1,20,0,9.02,13.76,16.01
2026-08-01 20:15:00,4,4.2,0.9737744107222057,5,38.69523590602909,0,20,0,5.33,9.02,13.76
2026-08-01 20:30:00,1,4.2,0.7406490748958537,3,71.13614635119679,0,20,0,4.71,5.33,9.02
2026-08-01 20:45:00,4,4.2,0.6405683313796866,2,38.8546027660708,0,20,0,5.91,4.71,5.33
2026-08-01 21:00:00,3,4.2,0.7943487036745303,3,77.0928226489723,0,21,0,5.55,5.91,4.71
2026-08-01 21:15:00,3,4.2,0.7027106270882032,7,89.8942427648599,1,21,0,10.57,5.55,5.91
2026-08-01 21:30:00,2,4.2,0.7139491607847691,2,30.144143930140803,0,21,0,6.1,10.57,5.55
2026-08-01 21:45:00,1,4.2,0.7229159859705147,7,89.32765508764028,0,21,0,7.95,6.1,10.57
2026-08-01 22:00:00,4,4.2,0.9212103591330654,7,67.48602035314383,0,22,0,7.31,7.95,6.1
2026-08-01 22:15:00,2,4.2,0.8156645106701018,5,30.168839269361918,0,22,0,6.37,7.31,7.95
2026-08-01 22:30:00,4,4.2,0.7245230796624015,3,54.20334842877696,0,22,0,4.43,6.37,7.31
2026-08-01 22:45:00,4,4.2,0.8441335133243674,7,32.86882347880783,1,22,0,10.2,4.43,6.37
2026-08-01 23:00:00,2,4.2,0.8864602696892774,3,76.02783110932556,0,23,0,6.03,10.2,4.43
2026-08-01 23:15:00,2,4.2,0.7090496002934135,3,80.70945075343597,0,23,0,5.87,6.03,10.2
2026-08-01 23:30:00,2,4.2,0.7654196406101406,2,28.463721621823915,0,23,0,4.51,5.87,6.03
2026-08-01 23:45:00,2,4.2,0.648754437334779,4,60.49118821557155,0,23,0,6.24,4.51,5.87
2026-08-02 00:00:00,2,4.2,0.6724597398138721,5,85.17000448207338,0,0,0,7.32,6.24,4.51
2026-08-02 00:15:00,4,4.2,0.8724471415859931,7,94.89304332407971,2,0,0,13.24,7.32,6.24
2026-08-02 00:30:00,2,4.2,0.6725753390782507,3,61.081429339341604,0,0,0,6.2,13.24,7.32
2026-08-02 00:45:00,1,4.2,0.8100653534668241,6,96.02233788891256,0,0,0,6.74,6.2,13.24
2026-08-02 01:00:00,3,4.2,0.8836185046889731,4,62.85511763648238,0,1,0,5.67,6.74,6.2
2026-08-02 01:15:00,2,4.2,0.6427507692378975,7,51.53523956799263,0,1,0,9.01,5.67,6.74
2026-08-02 01:30:00,2,4.2,0.8269248878515614,6,87.85625028423163,0,1,0,5.99,9.01,5.67
2026-08-02 01:45:00,4,4.2,0.7026251134805455,5,59.43861683664713,0,1,0,7.03,5.99,9.01
2026-08-02 02:00:00,2,4.2,0.985170750095032,5,57.752200845161845,0,2,0,3.43,7.03,5.99
2026-08-02 02:15:00,2,4.2,0.7934182586879699,3,59.22499915278627,1,2,0,8.03,3.43,7.03
2026-08-02 02:30:00,2,4.2,0.9223970199100633,3,87.74280014957964,0,2,0,5.13,8.03,3.43
2026-08-02 02:45:00,4,4.2,0.8200906168625047,7,86.55532333504416,0,2,0,8.48,5.13,8.03
2026-08-02 03:00:00,2,4.2,0.6173650131419276,2,52.281599395216894,0,3,0,4.75,8.48,5.13
2026-08-02 03:15:00,3,4.2,0.8532605502376089,4,46.663988789642005,0,3,0,5.79,4.75,8.48
2026-08-02 03:30:00,4,4.2,0.9805613368826628,7,59.354241923130346,1,3,0,10.93,5.79,4.75
2026-08-02 03:45:00,3,4.2,0.8406447280585325,4,65.82180077896872,2,3,0,11.95,10.93,5.79
2026-08-02 04:00:00,4,4.2,0.927675543770716,3,39.066976850239755,0,4,0,4.42,11.95,10.93
2026-08-02 04:15:00,2,4.2,0.9536825853393631,5,83.51640677724725,1,4,0,8.37,4.42,11.95
2026-08-02 04:30:00,3,4.2,0.691231908779573,3,58.91862125859383,1,4,0,9.12,8.37,4.42
2026-08-02 04:45:00,4,4.2,0.6848179359632907,5,46.72364387359677,2,4,0,10.44,9.12,8.37
2026-08-02 05:00:00,1,4.2,0.8443923955403967,7,28.545679437119247,0,5,0,7.3,10.44,9.12
2026-08-02 05:15:00,2,4.2,0.7644113879226819,5,39.10761283228855,0,5,0,7.92,7.3,10.44
2026-08-02 05:30:00,4,4.2,0.9359445211466881,3,95.9424937404787,0,5,0,5.38,7.92,7.3
2026-08-02 05:45:00,1,4.2,0.9600092493592045,1,44.40797494556213,1,5,0,5.77,5.38,7.92
2026-08-02 06:00:00,4,4.2,0.7413685517210873,4,33.50874314936283,0,6,0,4.48,5.77,5.38
2026-08-02 06:15:00,1,4.2,0.6947482235897928,6,56.85382333239946,0,6,0,7.54,4.48,5.77
2026-08-02 06:30:00,2,4.2,0.9122102060975448,5,44.56701946881989,0,6,0,5.33,7.54,4.48
2026-08-02 06:45:00,3,4.2,0.7099224142192544,5,22.812740021695532,0,6,0,7.16,5.33,7.54
2026-08-02 07:00:00,1,4.2,0.9290457274054713,1,45.85161738235338,0,7,0,2.23,7.16,5.33
2026-08-02 07:15:00,4,4.2,0.7694953014595052,7,63.528689915157486,1,7,0,9.43,2.23,7.16
2026-08-02 07:30:00,2,4.2,0.8670199597165882,7,64.13698976159736,0,7,0,5.45,9.43,2.23
2026-08-02 07:45:00,1,4.2,0.6382141255338672,7,48.524713694151096,1,7,0,12.27,5.45,9.43
2026-08-02 08:00:00,4,4.2,0.8495437298706292,6,55.78422050020805,0,8,1,11.5,12.27,5.45
2026-08-02 08:15:00,4,4.2,0.7807070714948916,2,97.24143345878132,0,8,1,9.56,11.5,12.27
2026-08-02 08:30:00,4,4.2,0.8346433852701897,1,50.18787817842493,0,8,1,8.46,9.56,11.5
2026-08-02 08:45:00,1,4.2,0.6672056830979454,6,40.65814506079864,0,8,1,11.65,8.46,9.56
2026-08-02 09:00:00,1,4.2,0.8947494979776729,1,39.477363525340806,0,9,1,6.93,11.65,8.46
2026-08-02 09:15:00,1,4.2,0.9451188310172914,5,56.62116901633073,0,9,1,9.76,6.93,11.65
2026-08-02 09:30:00,3,4.2,0.6866959200363103,4,80.76161189735552,0,9,1,10.51,9.76,6.93
2026-08-02 09:45:00,1,4.2,0.6382858222080646,1,36.47905473507785,1,9,1,12.21,10.51,9.76
2026-08-02 10:00:00,1,4.2,0.6094554344185346,2,76.74369017126145,0,10,0,4.38,12.21,10.51
2026-08-02 10:15:00,1,4.2,0.8567886001773064,3,21.691985867953303,0,10,0,6.51,4.38,12.21
2026-08-02 10:30:00,3,4.2,0.8428376144355123,6,53.51463823871568,0,10,0,7.95,6.51,4.38
2026-08-02 10:45:00,1,4.2,0.818678965085628,1,82.06920521622294,0,10,0,4.34,7.95,6.51
2026-08-02 11:00:00,4,4.2,0.6927788384463902,1,47.09863646195451,0,11,0,3.98,4.34,7.95
2026-08-02 11:15:00,1,4.2,0.7563623983622059,2,65.09896811563195,0,11,0,6.03,3.98,4.34
2026-08-02 11:30:00,4,4.2,0.8377905340744692,4,36.398338626072864,0,11,0,5.33,6.03,3.98
2026-08-02 11:45:00,4,4.2,0.7987067435436678,1,79.35963129009379,0,11,0,3.59,5.33,6.03
2026-08-02 12:00:00,4,4.2,0.995114208085955,1,24.18232826150077,0,12,0,2.91,3.59,5.33
2026-08-02 12:15:00,3,4.2,0.6545759010226933,4,88.20341159004003,1,12,0,9.58,2.91,3.59
2026-08-02 12:30:00,3,4.2,0.8780578216190376,2,35.85571091373345,0,12,0,4.61,9.58,2.91
2026-08-02 12:45:00,3,4.2,0.7617275072417169,6,89.95184253666646,0,12,0,6.82,4.61,9.58
2026-08-02 13:00:00,1,4.2,0.7712798459702459,6,48.20233930404139,1,13,0,9.22,6.82,4.61
2026-08-02 13:15:00,4,4.2,0.8870391062632705,1,77.81468595795893,0,13,0,3.87,9.22,6.82
2026-08-02 13:30:00,3,4.2,0.8769744605297478,4,45.53802382289508,0,13,0,6.09,3.87,9.22
2026-08-02 13:45:00,3,4.2,0.9965023974808753,1,92.47293369877181,0,13,0,2.34,6.09,3.87
2026-08-02 14:00:00,1,4.2,0.65135771578165,7,30.13097004146995,0,14,0,6.9,2.34,6.09
2026-08-02 14:15:00,3,4.2,0.6416438597536666,3,34.2815831418079,0,14,0,5.53,6.9,2.34
2026-08-02 14:30:00,1,4.2,0.8897355268514964,6,59.44241001270419,0,14,0,7.34,5.53,6.9
2026-08-02 14:45:00,2,4.2,0.8313547668025636,7,26.55507512305169,2,14,0,14.48,7.34,5.53
2026-08-02 15:00:00,3,4.2,0.7096642666239223,5,35.678414776140954,1,15,0,8.13,14.48,7.34
2026-08-02 15:15:00,2,4.2,0.6317677475955946,3,95.50131057696115,0,15,0,5.35,8.13,14.48
2026-08-02 15:30:00,1,4.2,0.6342632998385722,1,98.11917289183097,0,15,0,3.98,5.35,8.13
2026-08-02 15:45:00,4,4.2,0.9576763498656473,2,50.10074634643375,0,15,0,4.97,3.98,5.35
2026-08-02 16:00:00,3,4.2,0.6767469298874972,6,93.86288168111486,0,16,0,7.64,4.97,3.98
2026-08-02 16:15:00,1,4.2,0.7293486248462083,5,63.58597405387454,0,16,0,5.83,7.64,4.97
2026-08-02 16:30:00,4,4.2,0.6906625608907953,3,41.579397269901364,0,16,0,6.07,5.83,7.64
2026-08-02 16:45:00,4,4.2,0.741998522332775,6,76.19189768644789,0,16,0,6.98,6.07,5.83
2026-08-02 17:00:00,2,4.2,0.6277695370984373,4,72.71214452598858,0,17,0,5.27,6.98,6.07
2026-08-02 17:15:00,1,4.2,0.8076239163633081,2,99.13002552869867,2,17,0,8.39,5.27,6.98
2026-08-02 17:30:00,4,4.2,0.6270450254368859,3,41.20378299274266,0,17,0,7.53,8.39,5.27
2026-08-02 17:45:00,3,4.2,0.9201426031289446,4,73.76476021293882,2,17,0,10.56,7.53,8.39
2026-08-02 18:00:00,3,4.2,0.6934848327641732,7,24.16190040235575,2,18,1,18.41,10.56,7.53
2026-08-02 18:15:00,2,4.2,0.8160047658418043,1,29.09168309573755,0,18,1,8.3,18.41,10.56
2026-08-02 18:30:00,4,4.2,0.9520316350245833,4,20.313469996087463,1,18,1,12.83,8.3,18.41
2026-08-02 18:45:00,1,4.2,0.8603509476188776,3,99.95685448477386,0,18,1,10.03,12.83,8.3
2026-08-02 19:00:00,3,4.2,0.8131831146205342,3,84.18189577179822,0,19,1,10.25,10.03,12.83
2026-08-02 19:15:00,4,4.2,0.7297335012461502,7,82.93784117868327,0,19,1,13.25,10.25,10.03
2026-08-02 19:30:00,4,4.2,0.7332007652232791,1,60.77808602305438,0,19,1,9.79,13.25,10.25
2026-08-02 19:45:00,2,4.2,0.867794782079276,4,44.0053666324352,0,19,1,10.44,9.79,13.25
2026-08-02 20:00:00,3,4.2,0.9976557444884671,4,32.101142757014074,0,20,0,3.85,10.44,9.79
2026-08-02 20:15:00,3,4.2,0.8647356759397514,1,42.773979107717096,0,20,0,2.72,3.85,10.44
2026-08-02 20:30:00,1,4.2,0.82311336694801,4,50.077697754331126,0,20,0,3.64,2.72,3.85
2026-08-02 20:45:00,3,4.2,0.8922602040956984,6,80.50480775842352,0,20,0,8.73,3.64,2.72
2026-08-02 21:00:00,1,4.2,0.7860822449134872,1,63.17294311225219,0,21,0,4.55,8.73,3.64
2026-08-02 21:15:00,3,4.2,0.6240569370403141,2,26.198690124438613,0,21,0,4.28,4.55,8.73
2026-08-02 21:30:00,2,4.2,0.8249187263511639,3,21.442320716712977,0,21,0,4.63,4.28,4.55
2026-08-02 21:45:00,3,4.2,0.9830501138021521,2,28.186574362725054,0,21,0,2.86,4.63,4.28
2026-08-02 22:00:00,1,4.2,0.6701211769430638,6,52.83989709579035,0,22,0,9.25,2.86,4.63
2026-08-02 22:15:00,1,4.2,0.8760019563282663,7,94.65543336392146,1,22,0,8.56,9.25,2.86
2026-08-02 22:30:00,2,4.2,0.6803734754636226,6,70.99219849673773,0,22,0,7.77,8.56,9.25
2026-08-02 22:45:00,3,4.2,0.8143310737892325,5,84.14607199004121,0,22,0,6.25,7.77,8.56
2026-08-02 23:00:00,3,4.2,0.6386705798586878,5,57.30996756036389,0,23,0,7.97,6.25,7.77
2026-08-02 23:15:00,2,4.2,0.780148374503274,5,48.933286655603425,1,23,0,8.91,7.97,6.25
2026-08-02 23:30:00,3,4.2,0.9024653315580984,1,28.67202981732982,0,23,0,1.4,8.91,7.97
2026-08-02 23:45:00,3,4.2,0.7390286096955928,4,90.07464177489639,0,23,0,5.74,1.4,8.91
2026-08-03 00:00:00,1,4.2,0.8659646897948872,6,82.65280232223222,0,0,0,5.85,5.74,1.4
2026-08-03 00:15:00,3,4.2,0.9181799843158917,2,33.44944780781801,0,0,0,3.87,5.85,5.74
2026-08-03 00:30:00,3,4.2,0.9708711277917811,7,60.980845110100844,0,0,0,8.49,3.87,5.85
2026-08-03 00:45:00,2,4.2,0.6938568327421815,2,58.98998463369959,0,0,0,3.06,8.49,3.87
2026-08-03 01:00:00,2,4.2,0.7597263663237233,2,70.00732421492229,2,1,0,8.7,3.06,8.49
2026-08-03 01:15:00,4,4.2,0.660966405332167,2,95.6949515193009,0,1,0,4.39,8.7,3.06
2026-08-03 01:30:00,1,4.2,0.9969934008633501,7,66.38171534099837,0,1,0,6.55,4.39,8.7
2026-08-03 01:45:00,3,4.2,0.9708003871697182,5,63.217381342289485,1,1,0,8.89,6.55,4.39
2026-08-03 02:00:00,3,4.2,0.8159828521122239,2,24.025834634773116,0,2,0,4.07,8.89,6.55
2026-08-03 02:15:00,4,4.2,0.9368133177505685,7,25.032598081441915,1,2,0,10.12,4.07,8.89
2026-08-03 02:30:00,3,4.2,0.8083831909088168,7,34.98774330614311,0,2,0,7.16,10.12,4.07
2026-08-03 02:45:00,1,4.2,0.8494342752011039,4,22.597661735339862,1,2,0,8.23,7.16,10.12
2026-08-03 03:00:00,4,4.2,0.6356497728464067,7,79.468231645601,0,3,0,9.34,8.23,7.16
2026-08-03 03:15:00,1,4.2,0.9021081681987232,5,77.86642431951705,1,3,0,7.73,9.34,8.23
2026-08-03 03:30:00,4,4.2,0.6510853934540939,2,30.884498754531435,1,3,0,8.27,7.73,9.34
2026-08-03 03:45:00,4,4.2,0.9304270521010114,7,86.88631206362247,0,3,0,7.29,8.27,7.73
2026-08-03 04:00:00,2,4.2,0.9128112350681543,1,32.382882787688956,0,4,0,4.16,7.29,8.27
2026-08-03 04:15:00,1,4.2,0.8834978790971906,7,44.094046959788706,0,4,0,7.24,4.16,7.29
2026-08-03 04:30:00,3,4.2,0.6144641522099048,3,39.9181519329092,2,4,0,11.24,7.24,4.16
2026-08-03 04:45:00,3,4.2,0.7212513423781315,3,49.78456788584382,0,4,0,5.33,11.24,7.24
2026-08-03 05:00:00,1,4.2,0.7052450279643372,3,40.37310127119695,0,5,0,5.35,5.33,11.24
2026-08-03 05:15:00,3,4.2,0.7440545629886076,7,59.11607411507617,0,5,0,8.33,5.35,5.33
2026-08-03 05:30:00,3,4.2,0.6350570987055354,5,52.59263050837483,0,5,0,7.7,8.33,5.35
2026-08-03 05:45:00,1,4.2,0.9747831292124252,2,98.92555926234613,0,5,0,2.28,7.7,8.33
2026-08-03 06:00:00,4,4.2,0.8215208962849505,6,24.474108010258053,2,6,0,13.46,2.28,7.7
2026-08-03 06:15:00,1,4.2,0.7222097242632094,6,31.37451011098813,0,6,0,5.61,13.46,2.28
2026-08-03 06:30:00,4,4.2,0.7587926068297134,6,24.2260715126882,1,6,0,9.12,5.61,13.46
2026-08-03 06:45:00,3,4.2,0.7788810162019343,5,70.06729559859006,0,6,0,6.42,9.12,5.61
2026-08-03 07:00:00,3,4.2,0.8402377333442469,4,24.360742193097565,0,7,0,5.95,6.42,9.12
2026-08-03 07:15:00,3,4.2,0.8062717710785992,1,86.91517899008987,0,7,0,5.17,5.95,6.42
2026-08-03 07:30:00,2,4.2,0.9677567892857669,1,60.955090454554224,0,7,0,1.01,5.17,5.95
2026-08-03 07:45:00,4,4.2,0.7987853931623321,3,62.1606099665227,2,7,0,9.52,1.01,5.17
2026-08-03 08:00:00,2,4.2,0.9968632059293251,3,64.92756061697554,1,8,1,9.51,9.52,1.01
2026-08-03 08:15:00,2,4.2,0.9405699830980383,7,33.66509650449686,0,8,1,12.22,9.51,9.52
2026-08-03 08:30:00,1,4.2,0.6834042057429344,6,35.815224249159,0,8,1,12.92,12.22,9.51
2026-08-03 08:45:00,2,4.2,0.9722380858575665,7,45.50538582984038,0,8,1,13.64,12.92,12.22
2026-08-03 09:00:00,1,4.2,0.6465465591541905,6,67.47971326574812,2,9,1,17.93,13.64,12.92
2026-08-03 09:15:00,1,4.2,0.9269798833964766,3,36.809422075217164,1,9,1,12.99,17.93,13.64
2026-08-03 09:30:00,2,4.2,0.752249317390632,2,29.3065381706609,1,9,1,12.62,12.99,17.93
2026-08-03 09:45:00,4,4.2,0.9511897281780278,4,97.60935091347457,0,9,1,9.6,12.62,12.99
2026-08-03 10:00:00,4,4.2,0.9472226760429802,7,21.758545184769833,0,10,0,5.75,9.6,12.62
2026-08-03 10:15:00,4,4.2,0.9223701600470484,4,84.21579242688173,0,10,0,5.44,5.75,9.6
2026-08-03 10:30:00,4,4.2,0.9160121745228246,4,83.04281196600176,0,10,0,3.71,5.44,5.75
2026-08-03 10:45:00,4,4.2,0.7218716556392163,4,43.77712910760768,0,10,0,7.37,3.71,5.44
2026-08-03 11:00:00,2,4.2,0.6323677132205009,3,30.850129280585072,0,11,0,5.61,7.37,3.71
2026-08-03 11:15:00,2,4.2,0.7611920715060646,1,31.65029173643387,0,11,0,4.99,5.61,7.37
2026-08-03 11:30:00,3,4.2,0.6694098059946034,3,75.7945293789754,1,11,0,7.63,4.99,5.61
2026-08-03 11:45:00,4,4.2,0.8779804355609846,4,71.42452728689389,1,11,0,8.14,7.63,4.99
2026-08-03 12:00:00,2,4.2,0.7384398906151142,3,82.61965394011094,0,12,0,5.51,8.14,7.63
2026-08-03 12:15:00,3,4.2,0.9902440803439659,4,94.99849379192837,0,12,0,4.82,5.51,8.14
2026-08-03 12:30:00,4,4.2,0.8563888309381328,5,75.35418906132736,0,12,0,5.73,4.82,5.51
2026-08-03 12:45:00,1,4.2,0.9289922254537444,6,32.46812292411548,1,12,0,9.43,5.73,4.82
2026-08-03 13:00:00,3,4.2,0.6530098690967393,1,39.475409341232854,1,13,0,5.86,9.43,5.73
2026-08-03 13:15:00,2,4.2,0.944805792909049,5,87.37549846984916,1,13,0,7.06,5.86,9.43
2026-08-03 13:30:00,1,4.2,0.9691028762053577,2,36.744486066736684,1,13,0,7.3,7.06,5.86
