timestamp,corridor_id,lane_isolation_score,turning_conflicts,passenger_density,weather_impact,elevation_slope_deg,hour,is_peak_hour,delay_minutes,delay_lag_15m,delay_lag_30m
2026-08-01 11:15:00,momyshuly-01,0.898887835096815,4,52.464967376021725,rain,3.6089304625813377,11,0,7.21,1.73,4.22
2026-08-01 11:30:00,abylai-khan-01,0.8959945546742447,6,97.63508391072779,clear,1.1621212198766082,11,0,4.78,7.21,1.73
2026-08-01 11:45:00,tole-bi-01,0.9801251011722367,6,28.990874583322068,clear,2.1454754891490437,11,0,4.98,4.78,7.21
2026-08-01 12:00:00,abylai-khan-01,0.6811745470299608,7,41.48039338022683,rain,1.1634388990978781,12,0,9.8,4.98,4.78
2026-08-01 12:15:00,abylai-khan-01,0.8262199859685762,3,59.39214073634686,rain,1.3642542451001618,12,0,3.76,9.8,4.98
2026-08-01 12:30:00,abylai-khan-01,0.9918586860135534,2,86.93837489150286,clear,1.2591721601366415,12,0,1.31,3.76,9.8
2026-08-01 12:45:00,tole-bi-01,0.6661176443880698,2,33.094053098378225,clear,2.4161714602029516,12,0,6.41,1.31,3.76
2026-08-01 13:00:00,abylai-khan-01,0.8801007837778083,2,42.15636944996879,clear,1.0782798172817742,13,0,2.97,6.41,1.31
2026-08-01 13:15:00,tole-bi-01,0.8343240583887608,5,25.26385742361912,clear,2.325570793227732,13,0,6.03,2.97,6.41
2026-08-01 13:30:00,abylai-khan-01,0.8345916368754828,1,76.47882128406548,rain,1.2088340351699562,13,0,3.15,6.03,2.97
2026-08-01 13:45:00,momyshuly-01,0.8790682510080301,5,39.05675483804929,clear,3.6107705451303125,13,0,5.51,3.15,6.03
2026-08-01 14:00:00,momyshuly-01,0.9718467691502737,4,51.093980053676034,rain,3.655584593274548,14,0,4.82,5.51,3.15
2026-08-01 14:15:00,tole-bi-01,0.9130327759405352,6,55.49611576237343,clear,2.3147322500956578,14,0,6.07,4.82,5.51
2026-08-01 14:30:00,momyshuly-01,0.622454441366484,6,91.30511484851645,clear,3.4810540926500577,14,0,8.89,6.07,4.82
2026-08-01 14:45:00,momyshuly-01,0.9410912079502844,1,52.906423226498944,clear,3.6613254048985397,14,0,1.21,8.89,6.07
2026-08-01 15:00:00,abylai-khan-01,0.6902165319702931,4,31.618001593219923,snow,1.2840884279730516,15,0,8.31,1.21,8.89
2026-08-01 15:15:00,tole-bi-01,0.7507656658945487,1,61.94519506720968,clear,2.431947897062644,15,0,2.75,8.31,1.21
2026-08-01 15:30:00,abylai-khan-01,0.7846931254449528,6,97.03663957189038,clear,1.3363652843917597,15,0,5.62,2.75,8.31
2026-08-01 15:45:00,abylai-khan-01,0.7923624003012278,7,68.61485128406488,clear,1.247643306685739,15,0,5.54,5.62,2.75
2026-08-01 16:00:00,abylai-khan-01,0.7740721597021427,5,98.6709776368458,snow,1.0857162891902763,16,0,8.85,5.54,5.62
2026-08-01 16:15:00,abylai-khan-01,0.9749413176863457,2,87.28858471510961,rain,1.0470616165785402,16,0,3.34,8.85,5.54
2026-08-01 16:30:00,abylai-khan-01,0.8824076030656098,6,22.877260497073024,clear,1.1772906393559959,16,0,4.89,3.34,8.85
2026-08-01 16:45:00,abylai-khan-01,0.8524682583826826,3,72.67196763016335,clear,1.2919470974527012,16,0,3.63,4.89,3.34
2026-08-01 17:00:00,abylai-khan-01,0.6199368111131766,2,42.941350204630695,rain,1.285503506819757,17,0,5.83,3.63,4.89
2026-08-01 17:15:00,tole-bi-01,0.9615653321041499,6,64.76934845157791,rain,2.3273999262263176,17,0,7.62,5.83,3.63
2026-08-01 17:30:00,momyshuly-01,0.9637560768033585,5,42.347615274498125,clear,3.5963440761208783,17,0,3.56,7.62,5.83
2026-08-01 17:45:00,abylai-khan-01,0.912085225372041,1,47.90963332842323,clear,1.390373522419968,17,0,2.3,3.56,7.62
2026-08-01 18:00:00,abylai-khan-01,0.6028116815254476,7,93.85349694033435,clear,1.2574031875881135,18,1,11.89,2.3,3.56
2026-08-01 18:15:00,abylai-khan-01,0.6229121004310493,7,36.53145479133642,clear,1.191272692310717,18,1,11.38,11.89,2.3
2026-08-01 18:30:00,abylai-khan-01,0.6900894809073959,2,89.92872944206644,rain,1.1354558976333637,18,1,10.73,11.38,11.89
2026-08-01 18:45:00,abylai-khan-01,0.6525397632579627,5,22.436624645639746,clear,1.0991394682290765,18,1,9.38,10.73,11.38
2026-08-01 19:00:00,abylai-khan-01,0.7595344118814917,7,27.27012306957187,clear,1.0892935985409855,19,1,10.72,9.38,10.73
2026-08-01 19:15:00,momyshuly-01,0.9690492232351159,7,88.37400331074109,clear,3.4991506577182627,19,1,11.75,10.72,9.38
2026-08-01 19:30:00,momyshuly-01,0.7888241736787993,4,70.44448247273563,rain,3.6280952113258764,19,1,12.25,11.75,10.72
2026-08-01 19:45:00,abylai-khan-01,0.6053610505728663,3,79.77889104316402,clear,1.1981930339469125,19,1,7.45,12.25,11.75
2026-08-01 20:00:00,momyshuly-01,0.7130982758315048,2,36.75341366574834,clear,3.567408523770954,20,0,2.52,7.45,12.25
2026-08-01 20:15:00,tole-bi-01,0.6178379633491846,1,62.96667644720828,clear,2.3736477935101954,20,0,3.79,2.52,7.45
2026-08-01 20:30:00,abylai-khan-01,0.6145150490454009,7,78.97753788570438,clear,1.3809174934172492,20,0,6.93,3.79,2.52
2026-08-01 20:45:00,tole-bi-01,0.7102879412382209,4,70.185130960821,clear,2.2176653063711997,20,0,4.87,6.93,3.79
2026-08-01 21:00:00,tole-bi-01,0.7102449354715782,5,57.73590135129676,rain,2.232571395678141,21,0,6.98,4.87,6.93
2026-08-01 21:15:00,abylai-khan-01,0.9148506410406416,7,96.78270291501718,clear,0.9782947608286539,21,0,5.35,6.98,4.87
2026-08-01 21:30:00,momyshuly-01,0.9899338611124447,3,74.09258667627563,clear,3.59736691645303,21,0,3.4,5.35,6.98
2026-08-01 21:45:00,tole-bi-01,0.7484828375559993,1,92.62006401929904,clear,2.2872379431573244,21,0,2.1,3.4,5.35
2026-08-01 22:00:00,abylai-khan-01,0.7715547515444154,5,78.3816409258945,clear,1.2892790245214394,22,0,4.73,2.1,3.4
2026-08-01 22:15:00,tole-bi-01,0.9379157745144086,5,78.83708228781465,clear,2.291318727603935,22,0,4.95,4.73,2.1
2026-08-01 22:30:00,tole-bi-01,0.7072556080382053,2,26.401461580614345,clear,2.2411890702204498,22,0,5.31,4.95,4.73
2026-08-01 22:45:00,tole-bi-01,0.6625527217613791,7,48.757169748315484,clear,2.3192685742305086,22,0,7.88,5.31,4.95
2026-08-01 23:00:00,tole-bi-01,0.9412358493614602,2,88.66955253757267,clear,2.355706835914165,23,0,3.44,7.88,5.31
2026-08-01 23:15:00,momyshuly-01,0.6186002345760262,1,38.60830897190048,rain,3.4382270940875164,23,0,7.58,3.44,7.88
2026-08-01 23:30:00,tole-bi-01,0.8478797760797663,7,29.240469292517297,clear,2.4006890990732046,23,0,5.76,7.58,3.44
2026-08-01 23:45:00,tole-bi-01,0.8247971389867227,6,46.088484531103475,clear,2.4306302786715115,23,0,5.63,5.76,7.58
2026-08-02 00:00:00,tole-bi-01,0.7383681790006777,7,37.635030791409115,clear,2.3547455140979925,0,0,6.09,5.63,5.76
2026-08-02 00:15:00,momyshuly-01,0.7260758084389436,6,94.02305558345242,rain,3.5065444939718082,0,0,8.85,6.09,5.63
2026-08-02 00:30:00,tole-bi-01,0.9087430904726486,5,89.43733136017049,clear,2.2673973461518093,0,0,4.34,8.85,6.09
2026-08-02 00:45:00,tole-bi-01,0.6345698443050186,2,59.97465842263233,rain,2.418287449572223,0,0,5.79,4.34,8.85
2026-08-02 01:00:00,momyshuly-01,0.6947137237245542,3,24.90750995870944,clear,3.50217791463456,1,0,5.3,5.79,4.34
2026-08-02 01:15:00,momyshuly-01,0.8929794927352359,7,77.16498768745251,rain,3.662864370776519,1,0,10.01,5.3,5.79
2026-08-02 01:30:00,momyshuly-01,0.8193282334905697,3,69.87293850690116,clear,3.594922799072684,1,0,3.26,10.01,5.3
2026-08-02 01:45:00,tole-bi-01,0.6511952834134346,7,97.64437365827968,clear,2.316019324950697,1,0,7.05,3.26,10.01
2026-08-02 02:00:00,momyshuly-01,0.9528542457128241,5,64.71625922163015,clear,3.516422852267519,2,0,5.02,7.05,3.26
2026-08-02 02:15:00,momyshuly-01,0.7573791386254366,2,46.91149787223275,clear,3.6330664285102143,2,0,2.7,5.02,7.05
2026-08-02 02:30:00,tole-bi-01,0.9311473501288692,1,61.52173548628446,snow,2.3259075737114334,2,0,6.14,2.7,5.02
2026-08-02 02:45:00,momyshuly-01,0.9150852062110835,1,98.3410633123613,clear,3.4490641409433387,2,0,3.53,6.14,2.7
2026-08-02 03:00:00,tole-bi-01,0.8497701785886912,1,75.70899460264243,snow,2.299555610544963,3,0,8.12,3.53,6.14
2026-08-02 03:15:00,abylai-khan-01,0.7977924525180372,7,73.7580910341641,clear,1.2613897157079976,3,0,4.44,8.12,3.53
2026-08-02 03:30:00,momyshuly-01,0.9918203361527027,7,39.25452717807083,clear,3.5614716749703605,3,0,7.05,4.44,8.12
2026-08-02 03:45:00,abylai-khan-01,0.6579860289519268,3,79.4882014048494,clear,0.9552269448895586,3,0,2.24,7.05,4.44
2026-08-02 04:00:00,tole-bi-01,0.8900622910204459,2,80.02174635774173,clear,2.288518327510206,4,0,2.37,2.24,7.05
2026-08-02 04:15:00,momyshuly-01,0.6764762805859156,7,45.38311870207242,snow,3.746646793314532,4,0,13.01,2.37,2.24
2026-08-02 04:30:00,tole-bi-01,0.7353052421329394,2,58.697106591257054,clear,2.2655530510539137,4,0,4.2,13.01,2.37
2026-08-02 04:45:00,abylai-khan-01,0.7234794973492781,3,43.56826663523648,clear,1.3428651082857208,4,0,3.48,4.2,13.01
2026-08-02 05:00:00,tole-bi-01,0.9788143950954892,7,40.69640562594294,snow,2.2187642443688964,5,0,9.81,3.48,4.2
2026-08-02 05:15:00,momyshuly-01,0.9869424711153101,1,22.071685619958814,clear,3.483902935427302,5,0,1.17,9.81,3.48
2026-08-02 05:30:00,momyshuly-01,0.6732061776938908,1,42.81693957226657,clear,3.599489736217741,5,0,4.0,1.17,9.81
2026-08-02 05:45:00,abylai-khan-01,0.6088140641190016,5,64.31759599026199,clear,1.1177421632264597,5,0,4.8,4.0,1.17
2026-08-02 06:00:00,tole-bi-01,0.8880032158652452,6,20.128095003922304,clear,2.3329857737860555,6,0,5.2,4.8,4.0
2026-08-02 06:15:00,momyshuly-01,0.7671959735481937,4,42.657526704773396,clear,3.562742914573463,6,0,6.46,5.2,4.8
2026-08-02 06:30:00,abylai-khan-01,0.6355360980350258,6,90.51282658586001,clear,1.347391704525581,6,0,6.58,6.46,5.2
2026-08-02 06:45:00,momyshuly-01,0.873501642230817,7,67.49188680858887,clear,3.5558332528782706,6,0,8.69,6.58,6.46
2026-08-02 07:00:00,momyshuly-01,0.8180422113042799,2,68.62902592647843,rain,3.608973696015192,7,0,5.37,8.69,6.58
2026-08-02 07:15:00,tole-bi-01,0.9922067288004424,7,52.26914440210826,clear,2.3596335728443667,7,0,5.14,5.37,8.69
2026-08-02 07:30:00,momyshuly-01,0.6909637983445516,2,74.11777147939289,snow,3.695631603945805,7,0,9.69,5.14,5.37
2026-08-02 07:45:00,tole-bi-01,0.7615911505306193,2,35.19462129842873,clear,2.447964269594215,7,0,5.26,9.69,5.14
2026-08-02 08:00:00,momyshuly-01,0.8170183213581692,6,85.49974483073532,clear,3.5765136732359,8,1,10.87,5.26,9.69
2026-08-02 08:15:00,abylai-khan-01,0.9166799953813407,4,29.335129594871987,clear,1.1600691900861915,8,1,8.41,10.87,5.26
2026-08-02 08:30:00,momyshuly-01,0.8195354626880235,5,72.48010837224874,clear,3.4086083300803667,8,1,12.18,8.41,10.87
2026-08-02 08:45:00,tole-bi-01,0.8451600643447796,6,47.29194606557464,clear,2.5041711491414813,8,1,10.95,12.18,8.41
2026-08-02 09:00:00,tole-bi-01,0.6904588206359763,4,79.80103764659815,rain,2.3360964097233317,9,1,13.61,10.95,12.18
2026-08-02 09:15:00,abylai-khan-01,0.9387674912354239,1,63.9811641012816,rain,1.275180806577221,9,1,10.7,13.61,10.95
2026-08-02 09:30:00,momyshuly-01,0.7714522187881903,1,56.1882430782973,clear,3.655572887491262,9,1,8.72,10.7,13.61
2026-08-02 09:45:00,momyshuly-01,0.6563838510087077,2,33.55379216745976,clear,3.6049534882876,9,1,10.07,8.72,10.7
2026-08-02 10:00:00,abylai-khan-01,0.8656751658021669,3,70.94571714274822,clear,1.235035258050336,10,0,3.69,10.07,8.72
2026-08-02 10:15:00,momyshuly-01,0.686436181274123,7,97.98158747363304,clear,3.544033755081575,10,0,7.03,3.69,10.07
2026-08-02 10:30:00,momyshuly-01,0.6390250040957198,7,86.0482739925612,clear,3.5697901349260506,10,0,6.68,7.03,3.69
2026-08-02 10:45:00,tole-bi-01,0.9447947633617089,2,24.800655407120942,rain,2.2049794199637116,10,0,5.13,6.68,7.03
2026-08-02 11:00:00,momyshuly-01,0.7840649057953759,3,50.09835026889529,clear,3.755724396372356,11,0,4.2,5.13,6.68
2026-08-02 11:15:00,momyshuly-01,0.8997134850783106,4,94.04664073522174,snow,3.6561481009896353,11,0,11.0,4.2,5.13
2026-08-02 11:30:00,abylai-khan-01,0.716235023922542,1,60.243499804561715,clear,1.397617258025432,11,0,2.63,11.0,4.2
2026-08-02 11:45:00,abylai-khan-01,0.9147880539670665,7,72.96894606465433,clear,1.4296383245945419,11,0,6.68,2.63,11.0
2026-08-02 12:00:00,tole-bi-01,0.6447743708086121,6,93.00794764731124,clear,2.159584376038275,12,0,5.39,6.68,2.63
2026-08-02 12:15:00,momyshuly-01,0.7423893495179411,3,89.90357523359046,clear,3.698522837287304,12,0,5.98,5.39,6.68
2026-08-02 12:30:00,momyshuly-01,0.9912247271894115,4,60.14563004324088,clear,3.4642036322969565,12,0,2.12,5.98,5.39
2026-08-02 12:45:00,momyshuly-01,0.9175958865472025,1,55.011704212608166,clear,3.617741748846445,12,0,1.62,2.12,5.98
2026-08-02 13:00:00,tole-bi-01,0.7989023721258752,6,47.175409478366966,rain,2.3314729469859525,13,0,9.14,1.62,2.12
2026-08-02 13:15:00,tole-bi-01,0.735910988624754,3,77.52155545303128,rain,2.1712833850892443,13,0,6.09,9.14,1.62
2026-08-02 13:30:00,abylai-khan-01,0.9488542800089906,2,42.95894395772346,clear,1.1262481664458888,13,0,1.4,6.09,9.14
2026-08-02 13:45:00,tole-bi-01,0.8179391036338063,2,39.991008514472014,rain,2.3360351475776344,13,0,5.73,1.4,6.09
2026-08-02 14:00:00,momyshuly-01,0.9033700071476445,2,48.499991568302406,clear,3.617630069904063,14,0,4.93,5.73,1.4
2026-08-02 14:15:00,momyshuly-01,0.9016430721264657,7,34.17720455030336,rain,3.4981628436865484,14,0,7.52,4.93,5.73
2026-08-02 14:30:00,tole-bi-01,0.6071782714273967,4,75.60958527566139,clear,2.2301968904060296,14,0,6.65,7.52,4.93
2026-08-02 14:45:00,momyshuly-01,0.6505015131170454,2,69.29925194644898,clear,3.450855971151609,14,0,5.85,6.65,7.52
2026-08-02 15:00:00,momyshuly-01,0.8638517465578969,7,58.630282729267485,clear,3.4797076454176863,15,0,6.6,5.85,6.65
2026-08-02 15:15:00,tole-bi-01,0.6646479245143485,5,51.22606234092437,clear,2.2628579588486524,15,0,5.17,6.6,5.85
2026-08-02 15:30:00,tole-bi-01,0.7021973378622419,7,92.72500343173851,clear,2.398745311269768,15,0,7.06,5.17,6.6
2026-08-02 15:45:00,momyshuly-01,0.9786551816798429,1,22.329902799128423,clear,3.7114233074522303,15,0,1.81,7.06,5.17
2026-08-02 16:00:00,momyshuly-01,0.8240729033499647,7,81.52861948058393,clear,3.7833436695380063,16,0,7.81,1.81,7.06
2026-08-02 16:15:00,momyshuly-01,0.9002918027997389,4,92.1527657399111,clear,3.642426418515605,16,0,5.41,7.81,1.81
2026-08-02 16:30:00,abylai-khan-01,0.823192295513056,6,55.70836635439407,clear,1.2188283067716692,16,0,3.67,5.41,7.81
2026-08-02 16:45:00,abylai-khan-01,0.8210054459130901,7,64.05523931765174,clear,1.249514634099664,16,0,5.03,3.67,5.41
2026-08-02 17:00:00,abylai-khan-01,0.6376607640502792,2,95.55709503056303,clear,1.2485556017229915,17,0,2.09,5.03,3.67
2026-08-02 17:15:00,tole-bi-01,0.7374652770436412,1,36.982201222841155,clear,2.1383486399471296,17,0,2.88,2.09,5.03
2026-08-02 17:30:00,abylai-khan-01,0.7129723594746047,3,61.61078782277479,rain,1.3888873387554106,17,0,7.1,2.88,2.09
2026-08-02 17:45:00,tole-bi-01,0.7562913462454453,2,57.977690170257034,clear,2.106906101803806,17,0,2.19,7.1,2.88
2026-08-02 18:00:00,tole-bi-01,0.9193376752897313,1,40.671411829629605,clear,2.4148762396378545,18,1,7.88,2.19,7.1
2026-08-02 18:15:00,abylai-khan-01,0.748773067166746,5,85.48745842984863,clear,1.2056386978331701,18,1,8.93,7.88,2.19
2026-08-02 18:30:00,abylai-khan-01,0.7806787276926731,3,91.96804758105887,clear,1.0910502807845213,18,1,8.96,8.93,7.88
2026-08-02 18:45:00,abylai-khan-01,0.7589525561941266,5,82.55460638305671,clear,1.2531374430071909,18,1,9.55,8.96,8.93
2026-08-02 19:00:00,momyshuly-01,0.6373631887901182,6,35.62871686788867,clear,3.5881861395098293,19,1,12.04,9.55,8.96
2026-08-02 19:15:00,abylai-khan-01,0.7764288633003135,1,26.939890840110525,clear,1.1317462003859176,19,1,8.03,12.04,9.55
2026-08-02 19:30:00,momyshuly-01,0.678243709217806,5,68.43555882442739,rain,3.4618522336218978,19,1,15.81,8.03,12.04
2026-08-02 19:45:00,tole-bi-01,0.6746893183092165,6,24.567580840790715,clear,2.1534492870976067,19,1,9.51,15.81,8.03
2026-08-02 20:00:00,momyshuly-01,0.6376144417737065,1,73.82607108464674,rain,3.53890887005508,20,0,7.05,9.51,15.81
2026-08-02 20:15:00,abylai-khan-01,0.7426683896567059,1,62.433937626179414,clear,1.161301188229112,20,0,2.23,7.05,9.51
2026-08-02 20:30:00,tole-bi-01,0.9029927539157669,5,73.02285861949309,clear,2.1789457467161197,20,0,5.4,2.23,7.05
2026-08-02 20:45:00,tole-bi-01,0.7105766762333584,1,67.21366189197951,clear,2.303848014764696,20,0,1.45,5.4,2.23
2026-08-02 21:00:00,tole-bi-01,0.7249396407542055,2,53.81620556217382,clear,2.1931863797935476,21,0,2.37,1.45,5.4
2026-08-02 21:15:00,momyshuly-01,0.8570698630689695,1,36.07017441121826,clear,3.63602207201759,21,0,2.35,2.37,1.45
2026-08-02 21:30:00,abylai-khan-01,0.6783363250347676,4,44.45617086483908,clear,1.3231379321271657,21,0,4.75,2.35,2.37
2026-08-02 21:45:00,tole-bi-01,0.9587831721694138,6,61.96004593751812,clear,2.3289374316196074,21,0,4.55,4.75,2.35
2026-08-02 22:00:00,tole-bi-01,0.8080762093006217,1,72.14944749180847,snow,2.290616520901956,22,0,7.12,4.55,4.75
2026-08-02 22:15:00,tole-bi-01,0.7790411761280868,4,82.35864135076227,snow,2.2465102962178904,22,0,10.47,7.12,4.55
2026-08-02 22:30:00,momyshuly-01,0.8231280767716805,1,81.37365747592486,clear,3.744609861857522,22,0,5.29,10.47,7.12
2026-08-02 22:45:00,momyshuly-01,0.6664137253664781,1,97.81509946088683,snow,3.580648428247427,22,0,9.61,5.29,10.47
2026-08-02 23:00:00,abylai-khan-01,0.8453892554556706,5,42.86731589307276,clear,1.4490223776779727,23,0,5.42,9.61,5.29
2026-08-02 23:15:00,momyshuly-01,0.7452402946536042,2,25.688856657074943,clear,3.4816964155087873,23,0,3.95,5.42,9.61
2026-08-02 23:30:00,tole-bi-01,0.9588745363858475,6,47.65255484334874,clear,2.328990728266209,23,0,4.39,3.95,5.42
2026-08-02 23:45:00,abylai-khan-01,0.6675416826710744,2,79.46355801792613,clear,1.3412723609968755,23,0,2.87,4.39,3.95
2026-08-03 00:00:00,tole-bi-01,0.8028204415461764,3,55.04893208266361,clear,2.230986366808239,0,0,3.77,2.87,4.39
2026-08-03 00:15:00,tole-bi-01,0.8392450517476072,5,85.42307444715355,snow,2.2763875650024508,0,0,8.93,3.77,2.87
2026-08-03 00:30:00,momyshuly-01,0.6133534407145524,5,63.9461092148812,clear,3.6626146507826434,0,0,7.75,8.93,3.77
2026-08-03 00:45:00,abylai-khan-01,0.7454772499024561,2,94.38333781044024,clear,1.2387890246397786,0,0,4.31,7.75,8.93
2026-08-03 01:00:00,momyshuly-01,0.8930540938803331,7,95.8290753599255,rain,3.6559699064220976,1,0,9.7,4.31,7.75
2026-08-03 01:15:00,momyshuly-01,0.9281510029795893,5,25.544360481499897,clear,3.7160258474608265,1,0,6.64,9.7,4.31
2026-08-03 01:30:00,abylai-khan-01,0.7252647979269129,2,56.513075176993944,clear,1.1653245885847507,1,0,4.04,6.64,9.7
2026-08-03 01:45:00,tole-bi-01,0.9194373089531005,5,68.77512489996545,clear,2.4437025898134737,1,0,3.79,4.04,6.64
2026-08-03 02:00:00,tole-bi-01,0.9871023508413556,1,40.469803264977024,clear,2.1279985050600647,2,0,0.0,3.79,4.04
2026-08-03 02:15:00,abylai-khan-01,0.9427495744300376,2,52.566142350318415,clear,1.307743754558567,2,0,1.44,0.0,3.79
2026-08-03 02:30:00,tole-bi-01,0.6470575952637301,2,74.21452328941587,clear,2.4147205687576307,2,0,4.03,1.44,0.0
